;ID_Venda;Data_Venda;Vendedor;CPF;Cidade;UF;Produto;Categoria;Canal_Venda;Qtd_Vendas;Valor_Vendas;Salario;Meta_Mensal;Percentual_Cumprimento;Cliente;Email_Cliente;Telefone;Data_Cadastro
120;vnd_2924;1983-04-19;Luara Monteiro;41796523828;Brasília;BA;CAPACETE;MÓVEIS;TELEFONE;23;40106.91;6779.41;64996.19;0.89;Enrico Sousa;joaquim66@example.org;+55 09007927064;2022-06-23
121;vnd_1958;2025-10-18;Alana Montenegro;81925067386;Curitiba;MG;RELÓGIO;ELETRÔNICO;APP;9;25223.66;6731.45;37816.44;82.8;Enzo Da Conceição;rvargas@example.org;+55 03008544008;2024-06-20
122;vnd_4954;2023-08-13;Lucca Marques;19284307678;São Paulo;MG;BICICLETA;BELEZA;ONLINE;;21639.6;3642.23;39220.69;110.0;Gustavo Nascimento;scasa-grande@@example.com;+55 09002356530;
123;vnd_4154;2020-10-28;Felipe Cavalcanti;70648239500;Brasília;PR;CAPACETE;AUTOMOTIVO;LOJA;;20329.88;1843.19;;0.94;Ana Cecília Moraes;paparecida@example.com;+55 9573364349;
124;vnd_1333;2005-02-01;Kaique Pinto;83247019669;São Paulo;CE;RELÓGIO;BELEZA;ONLINE;;35394.28;6824.88;77398.14;76.8;Maria Luiza Vieira;helenarios@example.org;+55 8197462089;2024-11-13
125;vnd_7440;2025-02-21;André Ribeiro;18065723462;Brasília;MG;RELÓGIO;ESPORTE;WHATSAPP;;10391.22;1507.46;50884.18;1.04;Mirella;maria-luisacostela@example.org;+55 8125797690;
126;vnd_6740;2025-08-21;Ravi Lucca Fogaça;84653127026;Brasília;MG;PERFUME;AUTOMOTIVO;TELEFONE;41;39225.65;1540.6;69711.17;0.55;Ana Vitória Almeida;antonella41@example.com;+55 4154582181;2022-11-19
127;vnd_8330;2025-07-15;Isabelly Vasconcelos;38614092750;Fortaleza;DF;NOTEBOOK;ESPORTE;LOJA;;43999.59;7368.39;65759.07;99.5;Daniela Camargo;oliveiraana-laura@example.com;+55 1158283841;2021-02-07
128;vnd_7265;2024-08-14;Maria Eduarda Vargas;20537894179;Salvador;BA;TV;ESPORTE;WHATSAPP;;38538.14;2726.92;;72.7;Alexandre Borges;maria85@example.net;+55 2141298178;2020-06-08
129;vnd_5577;1972-10-09;Luara Carvalho;61754092306;Salvador;BA;TV;ELETRÔNICO;APP;8;42762.12;2664.16;44993.88;65.1;Kaique Abreu;ana-carolina74@example.net;+55 6184813647;2025-08-17
130;vnd_7192;1983-12-06;Matheus Pastor;12064975802;Belo Horizonte;MG;BICICLETA;BRINQUEDOS;APP;19;1281.5;2265.63;25544.1;0.73;Emanuel;stella18@@example.com;+55 2145561263;2023-05-07
131;vnd_8529;2025-10-07;Maria Luiza Casa Grande;18396475237;Belo Horizonte;RJ;CAMISA;ESPORTE;TELEFONE;40;35885.7;6692.11;49843.72;103.8;Helena Peixoto;jose84@example.org;+55 8368925250;2023-04-22
132;vnd_7771;2013-07-31;Antonella Gomes;30827419678;Curitiba;CE;BICICLETA;MÓVEIS;WHATSAPP;;47876.23;7833.14;;0.98;Yan Rezende;alice32@example.org;+55 6182284467;2021-11-09
133;vnd_5574;2007-04-11;Luiz Henrique Moreira;89425763038;Curitiba;PR;CAPACETE;BELEZA;TELEFONE;46;12305.99;7345.58;21572.45;92.4;Felipe Mendes;raquelaragao@example.org;+55 03004113965;2020-02-09
134;vnd_2526;2021-01-19;Carlos Eduardo Cunha;60832745162;Salvador;BA;CAPACETE;ROUPAS;TELEF0NE;2;48239.22;7867.21;;107.6;Isis Aparecida;andradematteo@example.com;+55 4138169641;
135;vnd_5096;2025-07-27;Lara Da Rosa;12704389560;Rio De Janeiro;RJ;NOTEBOOK;AUTOMOTIVO;ONLINE;;15583.92;4012.61;41891.41;94.0;Kevin Rezende;rodrigo29@example.org;+55 3150836907;2025-06-06
136;vnd_6115;2025-01-04;Fernando Mendes;82053914670;Rio De Janeiro;SP;RELÓGIO;ESPORTE;TELEFONE;;14837.94;3564.89;;0.94;Brayan Camargo;camaramaria-fernanda@example.net;+55 5167459318;
137;vnd_4332;2025-02-26;Yan Da Mata;89546123773;Brasília;DF;PERFUME;MÓVEIS;ONLINE;3;26958.99;5684.9;76231.74;1.0;Luana Vieira;ravi28@example.org;+55 8156205682;2022-06-26
138;vnd_5031;2008-05-02;Mathias Pacheco;64279135061;São Paulo;MG;CAPACETE;ELETRÔNICO ;LOJA;35;28896.09;3864.63;46538.8;1.14;Ravi Campos;barbosaana-cecilia@example.org;+55 4146050089;2025-08-03
139;vnd_7834;1982-01-25;Yasmin Carvalho;71459602307;Fortaleza;CE;SOFÁ;MÓVEIS;LOJA;;31672.27;1642.73;51116.01;0.56;Mathias Silveira;heloisa92@example.net;+55 7102932282;2023-02-24
140;vnd_4142;2014-01-09;Cauã Da Rocha;54680329700;Recife;PE;NOTEBOOK;BRINQUEDOS;LOJA;46;6664.89;1833.17;;79.7;Ana Vitória Pacheco;miguelfernandes@example.net;+55 4151440596;2020-04-30
141;vnd_4800;2020-06-29;Sofia Moura;09786251377;Salvador;RJ;BONECA;ELETRÔNICO;LOJA;;36298.76;7466.25;35755.36;1.2;Emanuella Macedo;nicolascardoso@example.com;+55 6104518143;2022-01-21
142;vnd_3833;1994-07-13;Maria Flor Aparecida;78312954619;Curitiba;DF;RELÓGIO;MÓVEIS;TELEFONE;;17938.2;5713.02;;80.4;Helena Caldeira;lavinia58@example.com;+55 9878462228;2021-08-28
143;vnd_9110;2024-06-08;;94365810766;Belo Horizonte;DF;CAPACETE;ESPORTE;WHATSAPP;9;40270.96;2947.64;;98.1;Asafe;aparecidaana@example.com;+55 6101420754;2023-11-14
144;vnd_5557;2023-03-24;Beatriz Guerra;48719305214;Rio De Janeiro;DF;PERFUME;AUTOMOTIVO;WHATSAPP;2;33554.32;5010.31;;1.06;Isabelly Cavalcanti;camargojulia@example.com;+55 4149229220;2023-04-19
145;vnd_6474;2025-07-20;;81074263553;Brasília;SP;PERFUME;ESPORTE;LOJA;;3794.62;3101.23;42900.9;96.8;Gabrielly Carvalho;beatrizgomes@example.net;+55 1195387100;2022-09-21
146;vnd_9862;2024-09-18;Fernanda Moraes;57038419250;Rio De Janeiro;CE;TV;MÓVEIS;ONLINE;50;30652.02;5900.69;71883.31;57.8;Antonella Câmara;mathiasrocha@example.com;+55 5186346108;
147;vnd_3287;2024-04-22;;81023645998;São Paulo;SP;CAMISA;AUTOMOTIVO;ONLINE;;21379.15;6494.17;24926.04;0.58;Camila Da Mota;waragao@example.net;+55 8464815852;2023-02-20
148;vnd_5277;2024-10-21;Heloisa Jesus;89512647346;Rio De Janeiro;PE;PERFUME ;BELEZA;TELEFONE;;23743.83;2164.9;;95.8;Nicolas Caldeira;ana-carolina40@example.net;+55 2107141251;2022-07-22
149;vnd_8673;2025-01-27;Alice Garcia;81794502360;Brasília;SP;BONECA;ESPORTE;LOJA;22;31935.76;6268.52;79774.09;0.61;Ian;silvaisabella@example.net;+55 7193779732;2021-10-25
